,count,sum,mean,std
orig_chars,966344.0,3175563171.0,3286.1622476054076,2967.289999345973
orig_words,966344.0,607324582.0,628.4765901169769,566.5726526579018
orig_sents,966344.0,29219267.0,30.23692080666926,26.324148144119203
para_chars,966344.0,1003098744.0,1038.0348447343804,638.4732295608796
para_words,966344.0,197515439.0,204.3945416952969,123.16780621419447
para_sents,966344.0,14805996.0,15.321661851266215,8.808127417507809
char_ratio,966344.0,463306.37220977654,0.4794424886063105,0.2526131011339089
